Name	Pop	DUMMY	DUMMY	Area	Lat	Long
Ombella-M_Poko_CF	356725	2	2	31835.00	5.083333333	18
Ouaka_CF	276710	2	2	49900.00	6.25	20.75
Ouham_CF	369220	2	2	50250.00	7	18
Ouham-Pendé_CF	430506	2	2	32100.00	6.75	16.08333333
Sangha-Mbaéré_CF	101074	2	2	19412.00	3.5	16.16666667
Vakaga_CF	52255	2	2	46500.00	9.833333333	22.5
Bouenza_CG	309063	2	2	12265.00	-4.162778	13.71083333
Brazzaville_CG	1373382	2	2	100.00	-4.265556	15.28027778
Cuvette_CG	156044	2	2	48250.00	-0.500000	16
Cuvette-Ouest_CG	72999	2	2	26600.00	0.000000	14.5
Kouilou_CG	91955	2	2	13650.00	-4.195556	11.99972222
Lékoumou_CG	96393	2	2	20950.00	-3.100000	13.53333333
Likouala_CG	154155	2	2	66044.00	2.000000	17.5
Niari_CG	231271	2	2	25942.00	-3.014167	12.34861111
Plateaux_CG	174591	2	2	38400.00	-2.000000	15.5
Pointe_Noire_CG	715335	2	2	44.00	-4.790278	11.87611111
Pool_CG	236595	2	2	33955.00	-3.533333	14.83333333
Sangha_CG	85738	2	2	55800.00	1.333333333	15.5
Agnéby_CI	514700	2	2	9234.00	6	-4
Bafing_CI	183047	2	2	8650.00	8.5	-7.5
Bas-Sassandra_CI	2052493	2	2	26440.00	5.5	-6.666667
Denguélé_CI	289779	2	2	20997.00	9.5	-7.416667
Dix-Huit_Montagnes_CI	1452260	2	2	16782.00	7.333333	-7.666667
Fromager_CI	876117	2	2	6903.00	6.25	-5.916667
Haut-Sassandra_CI	1430960	2	2	17761.00	7	-6.5
Lacs_CI	702341	2	2	8875.00	6.833333	-5.166667
Lagunes_CI	5664751	2	2	13323.00	5.416667	-4.333333
Marahoué_CI	862344	2	2	9092.00	7.166667	-5.833333
Moyen-Cavally_CI	919660	2	2	14268.00	6.416667	-7.5
Moyen-Comoe_CI	560432	2	2	6921.00	6.5	-3.416667
N_zi-Comoé_CI	911836	2	2	19242.00	7.25	-4.166667
Savanes_CI	1607497	2	2	40210.00	9.5	-5.5
Sud-Bandama_CI	957224	2	2	10667.00	5.666667	-5.5
Sud-Comoé_CI	642620	2	2	7189.00	5.5	-3.25
Vallée_du_Bandama_CI	1440826	2	2	28518.00	8.25	-4.833333
Worodougou_CI	662092	2	2	9145.00	8.5	-6.333333
Zanzan_CI	934352	2	2	38251.00	8.033333	-2.8
Adamaoua_CM	1131978	2	2	63701.00	6.833333333	13.25
Centre_CM	3919828	2	2	68953.00	4.75	11.83333333
Est_CM	824204	2	2	109002.00	3.833333333	14.16666667
Extrême-Nord_CM	3803138	2	2	34263.00	11	14.5
Littoral_CM	3174437	2	2	20248.00	4.266666667	10.13333333
Nord_CM	2311179	2	2	66090.00	8.5	14
Nord-Ouest_CM	1900547	2	2	17300.00	6.366666667	10.36666667
Ouest_CM	1865394	2	2	13892.00	5.5	10.66666667
Sud_CM	761099	2	2	47191.00	2.75	11.58333333
Sud-Ouest_CM	1481433	2	2	25410.00	5.2	9.3
Ali_Sabieh_DJ	71640	2	2	2200	11.200000	42.94
Arta_DJ	40163	2	2	1800	11.500000	42.75
Dikhil_DJ	83409	2	2	7200	11.500000	42.16666667
Djibouti_DJ	529900	2	2	200	11.560000	43.06
Obock_DJ	36083	2	2	4700	12.250000	43.08361111
Tadjourah_DJ	84041	2	2	7100	12	42.5
Adrar_DZ	399714	2	2	439700.00	25.75	-1
Aïn_Defla_DZ	766013	2	2	4891.00	36.16666667	2.166666667
Aïn_Témouchent_DZ	371239	2	2	2379.00	35.33333333	-1.083333333
Alger_DZ	2988145	2	2	1190.00	36.74027778	3.009444444
Annaba_DZ	609499	2	2	1439.00	36.83333333	7.583333333
Batna_DZ	1119791	2	2	12192.00	35.5	5.916666667
Béchar_DZ	270061	2	2	162200.00	30.25	-3.083333333
Béjaïa_DZ	912577	2	2	3268.00	36.66666667	4.916666667
Biskra_DZ	721356	2	2	20986.00	34.66666667	5.416666667
Blida_DZ	1002937	2	2	1575.00	36.58333333	3
Bordj_Bou_Arréridj_DZ	628475	2	2	4115.00	36.08333333	4.75
Bouira_DZ	695583	2	2	4439.00	36.25	3.916666667
Boumerdès_DZ	802083	2	2	1356.00	36.75	3.666666667
Chlef_DZ	1002088	2	2	4795.00	36.25	1.25
Constantine_DZ	938475	2	2	2187.00	36.33333333	6.666666667
Djelfa_DZ	1092184	2	2	66415.00	34.33333333	3.666666667
El_Bayadh_DZ	228624	2	2	78870.00	32.5	1.166666667
El_Oued_DZ	647548	2	2	54573.00	33.16666667	7.25
El_Tarf_DZ	408414	2	2	3339.00	36.75	8.166666667
Ghardaïa_DZ	363598	2	2	86105.00	31.08333333	3.166666667
Guelma_DZ	482430	2	2	4101.00	36.41666667	7.416666667
Illizi_DZ	52333	2	2	285000.00	26.83333333	8.166666667
Jijel_DZ	636948	2	2	2577.00	36.75	6
Khenchela_DZ	386683	2	2	9811.00	35	7
Laghouat_DZ	455602	2	2	25057.00	33.58333333	2.666666667
M_Sila_DZ	990591	2	2	18718.00	35.33333333	4.333333333
Mascara_DZ	784073	2	2	5941.00	35.41666667	0.166666667
Médéa_DZ	819932	2	2	8866.00	36.08333333	3
Mila_DZ	766886	2	2	3407.00	36.41666667	6.166666667
Mostaganem_DZ	737118	2	2	2175.00	36	0.333333333
Naâma_DZ	192891	2	2	29950.00	33.5	-0.833333333
Oran_DZ	1454078	2	2	2121.00	35.66666667	-0.5
Ouargla_DZ	558558	2	2	211980.00	30.5	6.166666667
Oum_el_Bouaghi_DZ	621612	2	2	6783.00	35.83333333	7.083333333
Relizane_DZ	726180	2	2	4870.00	35.75	0.916666667
Saïda_DZ	330641	2	2	6764.00	34.66666667	0.333333333
Sétif_DZ	1489979	2	2	6504.00	36.16666667	5.5
Sidi_Bel_Abbès_DZ	604744	2	2	9096.00	34.83333333	-0.5
Skikda_DZ	898680	2	2	4026.00	36.75	6.833333333
Souk_Ahras_DZ	438127	2	2	4541.00	36.16666667	7.916666667
Tamanghasset_DZ	176637	2	2	556185.00	23.75	4.666666667
Tébessa_DZ	648703	2	2	14227.00	35	7.833333333
Tiaret_DZ	846823	2	2	20673.00	34.91666667	1.583333333
Tindouf_DZ	49149	2	2	159000.00	27.41666667	-5.833333333
Tipaza_DZ	591010	2	2	1605.00	36.58333333	2.416666667
Tissemsilt_DZ	294476	2	2	3152.00	35.75	1.75
Tizi_Ouzou_DZ	1127608	2	2	2956.00	36.75	4.25
Tlemcen_DZ	949135	2	2	9061.00	34.66666667	-1.416666667
Ad_Daqahliyah_EG	5949001	2	2	3538.00	31.1	31.6
Al_Bahr_al_Ahmar_EG	345775	2	2	119099.00	27.18611111	33.78833333
Al_Buhayrah_EG	5804262	2	2	9826.00	30.6	30.2
Al_Fayyum_EG	3170150	2	2	6068.00	29.3	30.5
Al_Gharbiyah_EG	4751865	2	2	1942.00	30.9	31
Al_Iskandariyah_EG	4812186	2	2	2300.00	31	29.75
Al_Isma_iliyah_EG	1178641	2	2	5067.00	30.6	32.4
Al_Jizah_EG	7585115	2	2	13184.00	29.997500	31.05277778
Al_Minufiyah_EG	3941293	2	2	2499.00	30.500000	31
Al_Minya_EG	5156702	2	2	32279.00	28.100000	30
Al_Qahirah_EG	9278441	2	2	3085.00	30.050000	31.65
Al_Qalyubiyah_EG	5105972	2	2	1124.00	30.300000	31.25
Al_Wadi_at_Jadid_EG	225416	2	2	440098.00	24.800000	28.9
As_Suways_EG	622859	2	2	9002.00	29.700000	32.3
Ash_Sharqiyah_EG	6485412	2	2	4911.00	30.700000	31.8
Aswan_EG	1431488	2	2	62726.00	23.300000	32.9
Asyut_EG	4245215	2	2	25926.00	27.200000	31.1
Bani_Suwayf_EG	2856812	2	2	10954.00	28.900000	30.6
Bur_Sa_id_EG	666599	2	2	1345.00	31.123333	32.41916667
Dumyat_EG	1330843	2	2	910.00	31.35	31.75
Janub_Sina__EG	167426	2	2	31272.00	29.000000	33.8
Kafr_ash_Shaykh_EG	3172753	2	2	3467.00	31.300000	30.9
Luxor_EG	1147058	2	2	2410.00	25.700000	32.65
Matruh_EG	447846	2	2	166563.00	29.7	27.5
Qina_EG	3045504	2	2	10798.00	25.800000	32.75
Shamal_Sina__EG	434781	2	2	28992.00	30.500000	33.7
Suhaj_EG	4603861	2	2	11022.00	26.500000	31.7
Western_Sahara_EH	538755	2	2	266000.00	25	-13
Anseba_ER	893587	2	2	23200.00	16	38
Debub_ER	1476765	2	2	8000.00	14.8	39
Debubawi_Keyih_Bahri_ER	398073	2	2	27600.00	13.75	41.5
Gash_Barka_ER	1103742	2	2	33200.00	15.25	37.5
Maekel_ER	1053254	2	2	1300.00	15.333333	38.916667
Semenawi_Keyih_Bahri_ER	897454	2	2	27800.00	16	39
Ceuta_ES	82376	2	2	18.50	35.888333	-5.315556
Melilla_ES	78476	2	2	12.30	35.3	-2.95
Addis_Ababa_ET	3273000	2	2	526.99	9	38.75
Afar_ET	3787908	2	2	72052.78	12	41.5
Amhara_ET	20401000	2	2	154708.96	11.5	38.5
Benshangul-Gumaz_ET	1005000	2	2	50698.68	11	35.5
Dire_Dawa_ET	440000	2	2	1558.61	9.566944444	42.01388889
Gambela_Peoples_ET	409000	2	2	29782.82	7.833333333	34.5
Harari_People_ET	232000	2	2	333.94	9.25	42.16666667
Oromiya_ET	33692000	2	2	284537.84	8	39
Somali_ET	8518000	2	2	279252.00	7	44
Southern_Nations__Nationalities_and_Peoples_ET	18276000	2	2	105476.00	6.058611111	36.72722222
Tigray_ET	5056000	2	2	84722.00	14.16666667	38.83333333
La_Réunion_FR	850996	2	2	2511.00	-21.114444	55.5325
Mayotte_FR	256518	2	2	374.00	-12.843056	45.138333
Estuaire_GA	895689	2	2	20740.00	0.394444	9.429167
Haut-Ogooué_GA	250799	2	2	36547.00	-1.633333	13.583333
Moyen-Ogooué_GA	69287	2	2	18535.00	-0.5	10.5
Ngounié_GA	100838	2	2	37750.00	-1.6	11
Nyanga_GA	52854	2	2	21285.00	-3	11
Ogooué-Ivindo_GA	63293	2	2	46075.00	0.6	12.7
Ogooué-Lolo_GA	65771	2	2	25380.00	-1	12.5
Ogooué-Maritime_GA	157562	2	2	22890.00	-1.5	9.5
Wouleu-Ntem_GA	154986	2	2	38465.00	1.293333	11.835556
Ashanti_GH	4780380	2	2	24889.00	6.750000	-1.5
Brong_Ahafo_GH	2310983	2	2	39557.00	7.750000	-1.5
Central_GH	2201863	2	2	9826.00	5.500000	-1
Eastern_GH	2633154	2	2	19323.00	6.500000	-0.5
Greater_Accra_GH	4010054	2	2	3245.00	5.75	0
Northern_GH	2479461	2	2	70384.00	9.500000	-1
Upper_East_GH	1046545	2	2	8842.00	10.750000	-0.75
Upper_West_GH	702110	2	2	18476.00	10.333333	-2.25
Volta_GH	2118252	2	2	20570.00	7.000000	0.5
Western_GH	2376021	2	2	23921.00	5.500000	-2.5
Banjul_GM	413397	2	2	87.80	13.453056	-16.5775
Central_River_GM	226018	2	2	2894.3	13.570833	-14.963056
Lower_River_GM	82381	2	2	1628.0	13.466667	-15.55
North_Bank_GM	221054	2	2	2255.5	13.486111	-15.93
Upper_River_GM	239916	2	2	2069.5	13.394444	-14.175278
West_Coast_GM	699704	2	2	1764.3	13.25	-16.316667
Annobón_GQ	5232	2	2	17.00	-1.429167	5.620833333
Bioko_Norte_GQ	299836	2	2	776.00	3.683333	8.783333333
Bioko_Sur_GQ	34627	2	2	1241.00	3.416667	8.666666667
Centro_Sur_GQ	141903	2	2	9931.00	1.500000	10.41666667
Kié-Ntem_GQ	183331	2	2	3943.00	2.050000	11
Litoral_GQ	366130	2	2	6665.00	1.500000	9.75
Wele-Nzás_GQ	191383	2	2	5478.00	1.500000	11.1
Bafatá_GW	210007	2	2	5981.10	12.166667	-14.72
Biombo_GW	97120	2	2	838.80	11.882778	-15.84
Bissau_GW	387909	2	2	77.50	11.853889	-15.59083333
Bolama_GW	34563	2	2	2624.40	11.154722	-16.00916667
Cacheu_GW	192508	2	2	5174.90	12.000000	-16.16666667
Gabú_GW	215530	2	2	9150.00	12.166667	-14.16666667
Oio_GW	224644	2	2	5403.40	12.250000	-15.25
Quinara_GW	63610	2	2	3138.40	11.666667	-15.08333333
Tombali_GW	94939	2	2	3376.50	11.300000	-15
Central_KE	4383743	2	2	11491.10	-0.75	37
Coast_KE	3325307	2	2	79686.10	-3	39.5
Eastern_KE	5668123	2	2	140698.60	0	38
Nairobi_KE	3375000	2	2	696.00	-1.2833	36.8167
North-Eastern_KE	3510757	2	2	127358.50	1	40.25
Nyanza_KE	5442711	2	2	12477.10	-0.5	34.666667
Rift_Valley_KE	10006805	2	2	182505.10	0.5	36
Western_KE	4334202	2	2	7400.40	0.5	34.583333
Andjazîdja_KM	399919	2	2	1025.00	-11.583333	43.333333
Andjouân_KM	277500	2	2	424.00	-12.25	44.416667
Moûhîlî_KM	38000	2	2	211.00	-12.25	43.75
Bomi_LR	82036	2	2	1942.00	6.733333333	-10.81666667
Bong_LR	328919	2	2	8772.00	6.966666667	-9.633333333
Gbapolu_LR	83758	2	2	9689.00	7.366666667	-10.31666667
Grand_Bassa_LR	224839	2	2	7936.00	6.233333333	-9.833333333
Grand_Cape_Mount_LR	129055	2	2	5162.00	7.133333333	-11.05
Grand_Gedeh_LR	126146	2	2	10484.00	5.966666667	-8.2
Grand_Kru_LR	57106	2	2	3895.00	4.783333333	-8.216666667
Lofa_LR	270114	2	2	9982.00	8.033333333	-9.85
Margibi_LR	199689	2	2	2616.00	6.55	-10.31666667
Maryland_LR	136404	2	2	2297.00	4.75	-7.75
Montserrado_LR	1144806	2	2	1909.00	6.5	-10.56666667
Nimba_LR	468088	2	2	11551.00	6.816666667	-8.783333333
River_Cess_LR	65862	2	2	5594.00	5.916666667	-9.366666667
River_Gee_LR	67318	2	2	5113.00	5.316666667	-7.8
Sinoe_LR	104932	2	2	10137.00	5.333333333	-8.766666667
Berea_LS	248225	2	2	2222.00	-29.16666667	27.91666667
Butha-Buthe_LS	109139	2	2	1767.00	-28.8	28.56666667
Leribe_LS	296673	2	2	2828.00	-29.03638889	28.2525
Mafeteng_LS	192795	2	2	2119.00	-29.80388889	27.5025
Maseru_LS	436399	2	2	4279.00	-29.58333333	27.83333333
Mohale_s_Hoek_LS	173706	2	2	3530.00	-30.06666667	28
Mokhotlong_LS	95332	2	2	4075.00	-29.21666667	29
Qacha_s_Nek_LS	71756	2	2	2349.00	-30	29
Quthing_LS	119811	2	2	2916.00	-30.36666667	28
Thaba-Tseka_LS	128885	2	2	4270.00	-29.56666667	28.6
Ajdabiya_LY	177047	2	2	105523.00	28.93333333	21.2
Al_Butnan_LY	159536	2	2	84996.00	30.233333	24.16666667
Al_Jabal_al_Akhdar_LY	203156	2	2	11429.00	32.200000	21.75
Al_Jifarah_LY	453198	2	2	2666.00	32.650000	13
Al_Jufrah_LY	52342	2	2	117410.00	28.000000	17.41666667
Al_Kufrah_LY	50104	2	2	433611.00	24.03305556	21.5
Al_Marj_LY	185848	2	2	13515.00	31.933333	21.31666667
Al_Marqab_LY	432202	2	2	6796.00	32.500000	14
Al_Qubbah_LY	163351	2	2	31511.00	32.050000	22.53333333
An_Nuqat_al_Khams_LY	287662	2	2	6089.00	32.716667	11.81666667
Ash_Shati__LY	78532	2	2	97160.00	27.883333	12.75
Az_Zawiyah_LY	290993	2	2	2753.00	32.666667	12.58333333
Benghazi_LY	670797	2	2	11372.00	32.087222	20.18722222
Ghadamis_LY	93224	2	2	67191.00	30.33333333	10.85
Ghat_LY	23518	2	2	68482.00	26.1	10.33333333
Misratah_LY	550938	2	2	29172.00	32.310278	15.07305556
Mizdah_LY	304159	2	2	76717.00	30.466667	13
Murzuq_LY	78621	2	2	356308.00	25.18333333	15.48333333
Sabha_LY	134162	2	2	107310.00	27.183056	15.01638889
Surt_LY	193720	2	2	77660.00	30.33333333	16.5
Tajura__wa_an_Nawahi_al_Arba_LY	1065405	2	2	835.00	32.889722	13.18472222
Wadi_al_Hayaa_LY	76858	2	2	31485.00	26.550000	12.85
Chaouia_-_Ouardigha_MA	1893950	2	2	7010.00	33	-7.616667
Doukkala_-_Abda_MA	2183090	2	2	13285.00	32.283333	-9.233333
Fès_-_Boulemane_MA	1808295	2	2	19795.00	34.033333	-5
Gharb_-_Chrarda_-_Béni_Hssen_MA	1904112	2	2	8805.00	34.25	-6.583333
Grand_Casablanca_MA	4259759	2	2	1615.00	33.533333	-7.583333
Guelmim_-_Es-Semara_MA	501921	2	2	122825.00	28.15	-10.066667
Laâyoune_-_Boujdour_-_Sakia_El_Hamra_MA	301744	2	2	139480.00	26.133333	-14.5
Marrakech_-_Tensift_-_Al_Haouz_MA	3576673	2	2	31160.00	31.616667	-8
Meknès_-_Tafilalet_MA	2316865	2	2	79210.00	33.883333	-5.55
Oriental_MA	2314346	2	2	90127.00	34.683333	-1.9
Oued_el_Dahab_MA	142955	2	2	142865.00	23	-15
Rabat_-_Salé_-_Zemmour_-_Zaer_MA	2676754	2	2	9580.00	34.033333	-6.833333
Souss_-_Massa_-_Draâ_MA	3601917	2	2	70880.00	30.433333	-9.6
Tadla_-_Azilal_MA	1607506	2	2	17125.00	32.333333	-6.35
Tanger_-_Tétouan_MA	3157075	2	2	11570.00	35.766667	-5.8
Taza_-_Al_Hoceima_-_Taounate_MA	1807036	2	2	24155.00	35.25	-3.933333
Alaotra-Mangoro_MG	1027110	2	2	31948.00	-17.9	48.4
Amoron_i_Mania_MG	715027	2	2	16141.00	-20.5	46.7
Analamanga_MG	3348794	2	2	16911.00	-18.45	47.5
Analanjirofo_MG	1035132	2	2	21930.00	-16.5	49.5
Androy_MG	733933	2	2	19317.00	-24.75	45.5
Anosy_MG	671805	2	2	25731.00	-24.1	46.3
Atsimo-Andrefana_MG	1316756	2	2	66236.00	-23.2	44.4
Atsimo-Atsinanana_MG	898702	2	2	18863.00	-23.2	47.4
Atsinanana_MG	1270680	2	2	21934.00	-19	48.9
Betsiboka_MG	293522	2	2	30025.00	-17.2	47.1
Boeny_MG	799675	2	2	31046.00	-16.3	46.1
Bongolava_MG	457368	2	2	16688.00	-18.5	46.1
Diana_MG	700021	2	2	19266.00	-13.5	49
Haute_Matsiatra_MG	1199183	2	2	21080.00	-21.37	46.5
Ihorombe_MG	312307	2	2	26391.00	-22.3	46.2
Itasy_MG	732834	2	2	6993.00	-18.95	46.95
Melaky_MG	289594	2	2	38852.00	-17.6	44.8
Menabe_MG	592113	2	2	46121.00	-20.2	45.07
Sava_MG	980807	2	2	25518.00	-14.2	49.8
Sofia_MG	1247037	2	2	50100.00	-15.2	48.4
Vakinankaratra_MG	1803307	2	2	16599.00	-19.7	46.9
Vatovavy-Fitovinany_MG	1416459	2	2	19605.00	-21.3	47.9
Bamako_ML	1809106	2	2	252.00	12.650000	-8
Gao_ML	544120	2	2	89532.00	16.6	1.6
Kayes_ML	1996812	2	2	119743.00	13.900000	-10.1
Kidal_ML	67638	2	2	151430.00	19.400000	1.2
Koulikoro_ML	2418305	2	2	95848.00	13.800000	-7.5
Mopti_ML	2037330	2	2	79017.00	14.700000	-3.4
Ségou_ML	2336255	2	2	64821.00	13.600000	-5.9
Sikasso_ML	2625919	2	2	70280.00	11.300000	-6.2
Timbuktu_ML	681691	2	2	496611.00	19.700000	-3.6
Adrar_MR	62658	2	2	235000.00	20.75	-10.25
Assaba_MR	325897	2	2	36600.00	16.58333333	-11.58333333
Brakna_MR	312277	2	2	33000.00	17	-13.4
Dakhlet_Nouadhibou_MR	123779	2	2	23090.00	20.71666667	-16.16666667
Gorgol_MR	335917	2	2	13600.00	16	-12.83333333
Guidimaka_MR	267029	2	2	10300.00	15.38333333	-12.13333333
Hodh_ech_Chargui_MR	430668	2	2	182700.00	18.88333333	-7
